,brand,product_name,product_propablity,product_detail,RRP,price,rating,product_code,stock_info,product_description
139,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2430S ,12.9,7.83,,BS2430S3/0,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2430S  TEAR DROP 
140,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,9.99,6.06,,BS2500S2/0,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
141,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,10.65,6.39,,BS2500S2,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
142,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,37.18,22.6,,BS250110,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
143,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,47.7,28.67,,BS250112,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
144,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,13.23,7.94,,BS25012,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
145,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,16.47,9.92,,BS25024,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
146,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,19.91,12.02,,BS25026,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
147,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,29.24,17.64,,BS25028,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
148,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,47.7,28.67,,BS250212,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
149,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,13.36,8.05,100.0,BS25022,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
150,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,22.63,13.67,,BS2502S20,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
151,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,30.63,18.41,,BS2502S26,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
152,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,12.83,7.72,,BS2503S4,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
153,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,11.64,7.06,,BS2503S2,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
154,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,16.08,9.7,,BS2503S8,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
155,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2506S ,24.28,14.66,,BS2506S5/8,In Stock Online, SYNTHETIC BRUSH  SERIES 2506S  ANGULAR 
156,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2506S ,13.36,8.05,,BS2506S1/4,In Stock Online, SYNTHETIC BRUSH  SERIES 2506S  ANGULAR 
157,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2506S ,29.51,17.75,,BS2506S3/4,In Stock Online, SYNTHETIC BRUSH  SERIES 2506S  ANGULAR 
158,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2506S ,15.22,9.15,,BS2506S3/8,In Stock Online, SYNTHETIC BRUSH  SERIES 2506S  ANGULAR 
159,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2507S ,10.85,6.62,,BS2507S0,In Stock Online, SYNTHETIC BRUSH  SERIES 2507S  SCRIPT LINER 
160,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,11.71,7.06,,BS2431S4,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
161,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,11.71,7.06,100.0,BS2431S2,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
162,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,46.31,28.12,,BS250012,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
163,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,13.83,8.38,,BS2431S12,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
164,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,11.71,7.06,,BS2431S6,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
165,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,37.31,22.6,,BS250010,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
166,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,13.83,8.38,,BS2431S14,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
167,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2430S ,12.9,7.83,,BS2430S5/0,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2430S  TEAR DROP 
168,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,13.83,8.38,,BS2431S8,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
169,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,12.04,7.28,,BS25001,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
170,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,12.37,7.5,,BS25002,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
171,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,15.88,9.59,,BS25004,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
172,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,29.24,17.64,,BS25008,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
173,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500 ,20.18,12.13,,BS25006,In Stock Online, SYNTHETIC BRUSH  SERIES 2500  ROUND 
174,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,9.73,5.84,,BS2500S3/0,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
175,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,12.11,7.28,,BS2500S4,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
176,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,19.71,11.91,,BS25016,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
177,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,16.67,10.03,,BS25014,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
178,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,17.2,10.36,,BS2502S10,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
179,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,10.06,6.06,,BS2502S0,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
180,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,19.65,11.8,,BS2500S10,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
181,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,10.32,6.28,,BS2500S1,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
182,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,10.19,6.18,,BS2500S0,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
183,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,17.53,10.59,97.6471,BS2500S8,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
184,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2500S ,14.75,8.93,,BS2500S6,In Stock Online, SYNTHETIC BRUSH  SERIES 2500S  ROUND 
185,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502 ,37.18,22.6,100.0,BS250210,In Stock Online, SYNTHETIC BRUSH  SERIES 2502  BRIGHT 
186,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2501 ,29.24,17.64,,BS25018,In Stock Online, SYNTHETIC BRUSH  SERIES 2501  FLAT 
187,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,19.71,11.91,100.0,BS2502S12,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
188,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,11.31,6.84,,BS2502S2,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
189,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,42.01,25.36,,BS2502S30,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
190,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,12.37,7.5,100.0,BS2502S4,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
191,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,14.03,8.49,,BS2502S6,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
192,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2502S ,15.22,9.15,100.0,BS2502S8,In Stock Online, SYNTHETIC BRUSH  SERIES 2502S  BRIGHT 
193,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,40.55,24.81,,BS250310,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
194,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,52.79,31.98,,BS250312,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
195,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,14.95,9.04,80.0,BS25032,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
196,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,16.87,10.14,,BS25034,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
197,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,21.57,13.01,,BS25036,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
198,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,10.85,6.62,100.0,BS2503S0,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
199,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503 ,29.51,17.75,,BS25038,In Stock Online, SYNTHETIC BRUSH  SERIES 2503  FILBERT 
200,SILVER BRUSH , ULTRA MINI , GOLDEN TAKLON BRUSH , SERIES 2431S ,13.83,8.38,100.0,BS2431S10,In Stock Online, GOLDEN TAKLON BRUSH  SERIES 2431S  DESIGNER ROUND 
201,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,18.26,11.03,,BS2503S10,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
202,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,11.31,6.84,100.0,BS2503S1,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
203,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2503S ,14.49,8.71,,BS2503S6,In Stock Online, SYNTHETIC BRUSH  SERIES 2503S  FILBERT 
204,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2506S ,19.05,11.47,,BS2506S1/2,In Stock Online, SYNTHETIC BRUSH  SERIES 2506S  ANGULAR 
205,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2512S ,24.68,14.89,100.0,BS2512S1/2,In Stock Online, SYNTHETIC BRUSH  SERIES 2512S  DAGGER STRIPER 
206,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2507S ,11.78,7.17,,BS2507S2,In Stock Online, SYNTHETIC BRUSH  SERIES 2507S  SCRIPT LINER 
207,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2511S ,35.92,21.61,,BS2511S1,In Stock Online, SYNTHETIC BRUSH  SERIES 2511S  STROKE 
208,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2515S ,25.21,15.22,,BS2515SMD,In Stock Online, SYNTHETIC BRUSH  SERIES 2515S  TRIANGLE 
209,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2522S ,10.06,6.06,,BS2522S0,In Stock Online, SYNTHETIC BRUSH  SERIES 2522S  MONOGRAM LINER 
210,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2512S ,21.37,12.9,100.0,BS2512S3/8,In Stock Online, SYNTHETIC BRUSH  SERIES 2512S  DAGGER STRIPER 
211,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2515S ,20.24,12.24,,BS2515SXSM,In Stock Online, SYNTHETIC BRUSH  SERIES 2515S  TRIANGLE 
212,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2522S ,10.39,6.28,,BS2522S1,In Stock Online, SYNTHETIC BRUSH  SERIES 2522S  MONOGRAM LINER 
213,SILVER BRUSH , BLACK VELVET , VOYAGE TRAVEL BRUSH , SERIES 3100ST ,40.09,24.26,,BS3100ST2,In Stock Online, VOYAGE TRAVEL BRUSH  SERIES 3100ST  ROUND 
214,SILVER BRUSH , BLACK VELVET , VOYAGE TRAVEL BRUSH , SERIES 3100ST ,41.48,25.36,100.0,BS3100ST4,In Stock Online, VOYAGE TRAVEL BRUSH  SERIES 3100ST  ROUND 
215,SILVER BRUSH , BLACK VELVET , VOYAGE TRAVEL BRUSH , SERIES 3100ST ,42.8,25.91,,BS3100ST6,In Stock Online, VOYAGE TRAVEL BRUSH  SERIES 3100ST  ROUND 
216,SILVER BRUSH , BLACK VELVET , VOYAGE TRAVEL BRUSH , SERIES 3100ST ,44.99,27.01,100.0,BS3100ST8,In Stock Online, VOYAGE TRAVEL BRUSH  SERIES 3100ST  ROUND 
217,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2528S ,21.9,13.23,,BS2528S3/8,In Stock Online, SYNTHETIC BRUSH  SERIES 2528S  FILBERT GRASS COMB 
218,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2528S ,25.4,15.33,,BS2528S1/2,In Stock Online, SYNTHETIC BRUSH  SERIES 2528S  FILBERT GRASS COMB 
219,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,6.02,3.64,,BS8800S2,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
220,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,8.73,5.29,,BS88021,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
221,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,9.39,5.73,,BS88022,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
222,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,16.01,9.7,,BS88026,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
223,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,23.02,13.89,,BS88028,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
224,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,9.86,5.95,,BS88032,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
225,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2522S ,9.59,5.84,,BS2522S2/0,Awaiting Stock - Due: 01-04-2020, SYNTHETIC BRUSH  SERIES 2522S  MONOGRAM LINER 
226,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,18.59,11.25,,BS88006,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
227,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,23.68,14.22,,BS88008,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
228,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801S ,8.53,5.18,,BS8801S8,In Stock Online, SYNTHETIC BRUSH  SERIES 8801S  FLAT SHADER 
229,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803S ,6.55,3.97,,BS8803S1/8,In Stock Online, SYNTHETIC BRUSH  SERIES 8803S  OVAL CRESCENT 
230,SILVER BRUSH , SILVER SILK 88 , WHITE GOAT HAIR BRUSH , SERIES 8819S ,4.7,2.87,,BS8819S1/4,In Stock Online, WHITE GOAT HAIR BRUSH  SERIES 8819S  MOP-OVAL 
231,SILVER BRUSH , SILVER SILK 88 , WHITE GOAT HAIR BRUSH , SERIES 8819S ,5.09,3.09,80.0,BS8819S3/8,In Stock Online, WHITE GOAT HAIR BRUSH  SERIES 8819S  MOP-OVAL 
232,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8831S ,8.27,4.96,,BS8831S4,In Stock Online, SYNTHETIC BRUSH  SERIES 8831S  ULTRA ROUND 
233,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8810S ,13.1,7.94,100.0,BS8810S4,In Stock Online, SYNTHETIC BRUSH  SERIES 8810S  CAT'S TONGUE 
234,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8820S ,8.2,4.96,,BS8820S6,In Stock Online, SYNTHETIC BRUSH  SERIES 8820S  CHISEL BLENDER 
235,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8834 ,15.35,9.26,,BS88344,In Stock Online, SYNTHETIC BRUSH  SERIES 8834  XRA LONG FILBERT 
236,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2522S ,10.52,6.39,,BS2522S2,In Stock Online, SYNTHETIC BRUSH  SERIES 2522S  MONOGRAM LINER 
237,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,7.61,4.63,,BS88000,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
238,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,7.28,4.41,,BS8800S4,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
239,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,8.07,4.85,,BS8800S6,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
240,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,10.45,6.28,,BS8800S8,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
241,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,12.7,7.72,,BS88024,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
242,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,16.01,9.7,100.0,BS88016,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
243,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,22.56,13.56,,BS88018,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
244,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803S ,12.04,7.28,,BS8803S1/2,In Stock Online, SYNTHETIC BRUSH  SERIES 8803S  OVAL CRESCENT 
245,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,24.74,14.89,,BS88038,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
246,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2528S ,16.74,10.14,,BS2528S1/8,In Stock Online, SYNTHETIC BRUSH  SERIES 2528S  FILBERT GRASS COMB 
247,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,16.21,9.81,,BS8800S12,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
248,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,5.89,3.64,,BS8800S0,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
249,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8802 ,7.61,4.63,,BS88020,In Stock Online, SYNTHETIC BRUSH  SERIES 8802  BRIGHT 
250,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803S ,7.61,4.63,,BS8803S1/4,In Stock Online, SYNTHETIC BRUSH  SERIES 8803S  OVAL CRESCENT 
251,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806S ,9.33,5.62,,BS8806S1/4,In Stock Online, SYNTHETIC BRUSH  SERIES 8806S  ANGLE 
252,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806S ,10.92,6.62,,BS8806S3/4,In Stock Online, SYNTHETIC BRUSH  SERIES 8806S  ANGLE 
253,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806S ,9.06,5.51,,BS8806S1/8,In Stock Online, SYNTHETIC BRUSH  SERIES 8806S  ANGLE 
254,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8807S ,6.68,4.08,,BS8807S0,In Stock Online, SYNTHETIC BRUSH  SERIES 8807S  LINER 
255,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8807 ,8.73,5.29,,BS88072,In Stock Online, SYNTHETIC BRUSH  SERIES 8807  LONG LINER 
256,SILVER BRUSH , RUBY SATIN , SYNTHETIC BRUSH , SERIES 2522S ,11.18,6.73,,BS2522S4,In Stock Online, SYNTHETIC BRUSH  SERIES 2522S  MONOGRAM LINER 
257,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,13.1,7.94,,BS88004,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
258,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,9.86,5.95,,BS88002,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
259,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800 ,8.73,5.29,,BS88001,In Stock Online, SYNTHETIC BRUSH  SERIES 8800  ROUND 
260,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801S ,11.58,6.95,,BS8801S10,In Stock Online, SYNTHETIC BRUSH  SERIES 8801S  FLAT SHADER 
261,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801S ,7.21,4.41,,BS8801S4,In Stock Online, SYNTHETIC BRUSH  SERIES 8801S  FLAT SHADER 
262,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801S ,7.61,4.63,,BS8801S6,In Stock Online, SYNTHETIC BRUSH  SERIES 8801S  FLAT SHADER 
263,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,17.53,10.59,,BS88036,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
264,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8800S ,31.29,18.85,,BS8800S26,In Stock Online, SYNTHETIC BRUSH  SERIES 8800S  ROUND 
265,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,8.73,5.29,,BS88011,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
266,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,7.61,4.63,,BS88010,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
267,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,12.7,7.72,,BS88014,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
268,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8801 ,9.39,5.73,,BS88012,In Stock Online, SYNTHETIC BRUSH  SERIES 8801  FLAT 
269,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,13.1,7.94,,BS88034,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
270,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803S ,9.73,5.84,,BS8803S3/8,In Stock Online, SYNTHETIC BRUSH  SERIES 8803S  OVAL CRESCENT 
271,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806 ,15.35,9.26,,BS88061/2,In Stock Online, SYNTHETIC BRUSH  SERIES 8806  ANGLE 
272,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806 ,12.04,7.28,,BS88063/8,In Stock Online, SYNTHETIC BRUSH  SERIES 8806  ANGLE 
273,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806S ,10.06,6.06,,BS8806S1/2,In Stock Online, SYNTHETIC BRUSH  SERIES 8806S  ANGLE 
274,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8807 ,7.61,4.63,,BS88070,In Stock Online, SYNTHETIC BRUSH  SERIES 8807  LONG LINER 
275,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8806S ,9.53,5.73,,BS8806S3/8,In Stock Online, SYNTHETIC BRUSH  SERIES 8806S  ANGLE 
276,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,9.06,5.51,,BS88031,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
277,SILVER BRUSH , SILVER SILK 88 , SYNTHETIC BRUSH , SERIES 8803 ,8.53,5.18,,BS88030,In Stock Online, SYNTHETIC BRUSH  SERIES 8803  FILBERT 
